path,class_name
project_results\raw_dataset\Egyptian Mau\egyptian_353.jpg,Egyptian Mau
project_results\raw_dataset\Siamese\siamese_453.jpg,Siamese
project_results\raw_dataset\Maine Coon\mainecoon_345.jpg,Maine Coon
project_results\raw_dataset\Sphynx\sphynx_107.jpg,Sphynx
project_results\raw_dataset\Scottish Fold\scottish_458.jpg,Scottish Fold
project_results\raw_dataset\Abyssinian\abys_157.jpg,Abyssinian
project_results\raw_dataset\Exotic Shorthair\exotic_202.jpg,Exotic Shorthair
project_results\raw_dataset\Russian Blue\russianblue_361.jpg,Russian Blue
project_results\raw_dataset\Egyptian Mau\egyptian_53.jpg,Egyptian Mau
project_results\raw_dataset\Sphynx\sphynx_140.jpg,Sphynx
project_results\raw_dataset\Bombay\bombay_83.jpg,Bombay
project_results\raw_dataset\Exotic Shorthair\exotic_423.jpg,Exotic Shorthair
project_results\raw_dataset\Bombay\bombay_123.jpg,Bombay
project_results\raw_dataset\Himalayan\himalayan_8.jpg,Himalayan
project_results\raw_dataset\Himalayan\himalayan_103.jpg,Himalayan
project_results\raw_dataset\Siamese\siamese_143.jpg,Siamese
project_results\raw_dataset\Exotic Shorthair\exotic_147.jpg,Exotic Shorthair
project_results\raw_dataset\Scottish Fold\scottish_467.jpg,Scottish Fold
project_results\raw_dataset\Siamese\siamese_334.jpg,Siamese
project_results\raw_dataset\Maine Coon\mainecoon_28.jpg,Maine Coon
project_results\raw_dataset\Sphynx\sphynx_214.jpg,Sphynx
project_results\raw_dataset\Bombay\bombay_379.jpg,Bombay
project_results\raw_dataset\Maine Coon\mainecoon_266.jpg,Maine Coon
project_results\raw_dataset\Siamese\siamese_73.jpg,Siamese
project_results\raw_dataset\Abyssinian\abys_79.jpg,Abyssinian
project_results\raw_dataset\Exotic Shorthair\exotic_86.jpg,Exotic Shorthair
project_results\raw_dataset\Egyptian Mau\egyptian_373.jpg,Egyptian Mau
project_results\raw_dataset\Maine Coon\mainecoon_60.jpg,Maine Coon
project_results\raw_dataset\Himalayan\himalayan_198.jpg,Himalayan
project_results\raw_dataset\Egyptian Mau\egyptian_451.jpg,Egyptian Mau
project_results\raw_dataset\Abyssinian\abys_38.jpg,Abyssinian
project_results\raw_dataset\Egyptian Mau\egyptian_15.jpg,Egyptian Mau
project_results\raw_dataset\Abyssinian\abys_229.jpg,Abyssinian
project_results\raw_dataset\Sphynx\sphynx_121.jpg,Sphynx
project_results\raw_dataset\Sphynx\sphynx_482.jpg,Sphynx
project_results\raw_dataset\Himalayan\himalayan_52.jpg,Himalayan
project_results\raw_dataset\Exotic Shorthair\exotic_193.jpg,Exotic Shorthair
project_results\raw_dataset\Russian Blue\russianblue_199.jpg,Russian Blue
project_results\raw_dataset\Sphynx\sphynx_360.jpg,Sphynx
project_results\raw_dataset\Himalayan\himalayan_352.jpg,Himalayan
project_results\raw_dataset\Scottish Fold\scottish_169.jpg,Scottish Fold
project_results\raw_dataset\Bombay\bombay_118.jpg,Bombay
project_results\raw_dataset\Maine Coon\mainecoon_72.jpg,Maine Coon
project_results\raw_dataset\Russian Blue\russianblue_75.jpg,Russian Blue
project_results\raw_dataset\Exotic Shorthair\exotic_443.jpg,Exotic Shorthair
project_results\raw_dataset\Abyssinian\abys_235.jpg,Abyssinian
project_results\raw_dataset\Siamese\siamese_439.jpg,Siamese
project_results\raw_dataset\Abyssinian\abys_348.jpg,Abyssinian
project_results\raw_dataset\Himalayan\himalayan_418.jpg,Himalayan
project_results\raw_dataset\Exotic Shorthair\exotic_16.jpg,Exotic Shorthair
project_results\raw_dataset\Bombay\bombay_162.jpg,Bombay
project_results\raw_dataset\Siamese\siamese_201.jpg,Siamese
project_results\raw_dataset\Russian Blue\russianblue_21.jpg,Russian Blue
project_results\raw_dataset\Scottish Fold\scottish_65.jpg,Scottish Fold
project_results\raw_dataset\Scottish Fold\scottish_316.jpg,Scottish Fold
project_results\raw_dataset\Exotic Shorthair\exotic_364.jpg,Exotic Shorthair
project_results\raw_dataset\Himalayan\himalayan_191.jpg,Himalayan
project_results\raw_dataset\Bombay\bombay_414.jpg,Bombay
project_results\raw_dataset\Maine Coon\mainecoon_410.jpg,Maine Coon
project_results\raw_dataset\Scottish Fold\scottish_432.jpg,Scottish Fold
project_results\raw_dataset\Exotic Shorthair\exotic_36.jpg,Exotic Shorthair
project_results\raw_dataset\Egyptian Mau\egyptian_448.jpg,Egyptian Mau
project_results\raw_dataset\Bombay\bombay_169.jpg,Bombay
project_results\raw_dataset\Egyptian Mau\egyptian_333.jpg,Egyptian Mau
project_results\raw_dataset\Exotic Shorthair\exotic_170.jpg,Exotic Shorthair
project_results\raw_dataset\Russian Blue\russianblue_202.jpg,Russian Blue
project_results\raw_dataset\Russian Blue\russianblue_429.jpg,Russian Blue
project_results\raw_dataset\Abyssinian\abys_54.jpg,Abyssinian
project_results\raw_dataset\Egyptian Mau\egyptian_452.jpg,Egyptian Mau
project_results\raw_dataset\Bombay\bombay_139.jpg,Bombay
project_results\raw_dataset\Exotic Shorthair\exotic_349.jpg,Exotic Shorthair
project_results\raw_dataset\Scottish Fold\scottish_477.jpg,Scottish Fold
project_results\raw_dataset\Scottish Fold\scottish_396.jpg,Scottish Fold
project_results\raw_dataset\Russian Blue\russianblue_298.jpg,Russian Blue
project_results\raw_dataset\Egyptian Mau\egyptian_337.jpg,Egyptian Mau
project_results\raw_dataset\Egyptian Mau\egyptian_10.jpg,Egyptian Mau
project_results\raw_dataset\Sphynx\sphynx_128.jpg,Sphynx
project_results\raw_dataset\Himalayan\himalayan_364.jpg,Himalayan
project_results\raw_dataset\Maine Coon\mainecoon_259.jpg,Maine Coon
project_results\raw_dataset\Bombay\bombay_486.jpg,Bombay
project_results\raw_dataset\Maine Coon\mainecoon_456.jpg,Maine Coon
project_results\raw_dataset\Abyssinian\abys_58.jpg,Abyssinian
project_results\raw_dataset\Scottish Fold\scottish_17.jpg,Scottish Fold
project_results\raw_dataset\Exotic Shorthair\exotic_201.jpg,Exotic Shorthair
project_results\raw_dataset\Abyssinian\abys_171.jpg,Abyssinian
project_results\raw_dataset\Scottish Fold\scottish_337.jpg,Scottish Fold
project_results\raw_dataset\Maine Coon\mainecoon_186.jpg,Maine Coon
project_results\raw_dataset\Maine Coon\mainecoon_82.jpg,Maine Coon
project_results\raw_dataset\Sphynx\sphynx_368.jpg,Sphynx
project_results\raw_dataset\Abyssinian\abys_280.jpg,Abyssinian
project_results\raw_dataset\Siamese\siamese_372.jpg,Siamese
project_results\raw_dataset\Scottish Fold\scottish_172.jpg,Scottish Fold
project_results\raw_dataset\Abyssinian\abys_112.jpg,Abyssinian
project_results\raw_dataset\Exotic Shorthair\exotic_253.jpg,Exotic Shorthair
project_results\raw_dataset\Bombay\bombay_279.jpg,Bombay
project_results\raw_dataset\Himalayan\himalayan_147.jpg,Himalayan
project_results\raw_dataset\Russian Blue\russianblue_283.jpg,Russian Blue
project_results\raw_dataset\Abyssinian\abys_93.jpg,Abyssinian
project_results\raw_dataset\Bombay\bombay_252.jpg,Bombay
project_results\raw_dataset\Abyssinian\abys_432.jpg,Abyssinian
project_results\raw_dataset\Bombay\bombay_117.jpg,Bombay
project_results\raw_dataset\Exotic Shorthair\exotic_434.jpg,Exotic Shorthair
project_results\raw_dataset\Russian Blue\russianblue_313.jpg,Russian Blue
project_results\raw_dataset\Maine Coon\mainecoon_224.jpg,Maine Coon
project_results\raw_dataset\Russian Blue\russianblue_371.jpg,Russian Blue
project_results\raw_dataset\Egyptian Mau\egyptian_319.jpg,Egyptian Mau
project_results\raw_dataset\Sphynx\sphynx_94.jpg,Sphynx
project_results\raw_dataset\Sphynx\sphynx_413.jpg,Sphynx
project_results\raw_dataset\Bombay\bombay_208.jpg,Bombay
project_results\raw_dataset\Egyptian Mau\egyptian_294.jpg,Egyptian Mau
project_results\raw_dataset\Scottish Fold\scottish_98.jpg,Scottish Fold
project_results\raw_dataset\Abyssinian\abys_359.jpg,Abyssinian
project_results\raw_dataset\Bombay\bombay_180.jpg,Bombay
project_results\raw_dataset\Russian Blue\russianblue_329.jpg,Russian Blue
project_results\raw_dataset\Sphynx\sphynx_67.jpg,Sphynx
project_results\raw_dataset\Egyptian Mau\egyptian_369.jpg,Egyptian Mau
project_results\raw_dataset\Scottish Fold\scottish_273.jpg,Scottish Fold
project_results\raw_dataset\Exotic Shorthair\exotic_203.jpg,Exotic Shorthair
project_results\raw_dataset\Russian Blue\russianblue_277.jpg,Russian Blue
project_results\raw_dataset\Abyssinian\abys_90.jpg,Abyssinian
project_results\raw_dataset\Russian Blue\russianblue_28.jpg,Russian Blue
project_results\raw_dataset\Scottish Fold\scottish_491.jpg,Scottish Fold
project_results\raw_dataset\Maine Coon\mainecoon_350.jpg,Maine Coon
project_results\raw_dataset\Sphynx\sphynx_492.jpg,Sphynx
project_results\raw_dataset\Himalayan\himalayan_476.jpg,Himalayan
project_results\raw_dataset\Himalayan\himalayan_93.jpg,Himalayan
project_results\raw_dataset\Maine Coon\mainecoon_449.jpg,Maine Coon
project_results\raw_dataset\Siamese\siamese_339.jpg,Siamese
project_results\raw_dataset\Russian Blue\russianblue_250.jpg,Russian Blue
project_results\raw_dataset\Maine Coon\mainecoon_388.jpg,Maine Coon
project_results\raw_dataset\Scottish Fold\scottish_122.jpg,Scottish Fold
project_results\raw_dataset\Siamese\siamese_451.jpg,Siamese
project_results\raw_dataset\Sphynx\sphynx_155.jpg,Sphynx
project_results\raw_dataset\Scottish Fold\scottish_264.jpg,Scottish Fold
project_results\raw_dataset\Himalayan\himalayan_363.jpg,Himalayan
project_results\raw_dataset\Scottish Fold\scottish_261.jpg,Scottish Fold
project_results\raw_dataset\Himalayan\himalayan_328.jpg,Himalayan
project_results\raw_dataset\Sphynx\sphynx_373.jpg,Sphynx
project_results\raw_dataset\Bombay\bombay_190.jpg,Bombay
project_results\raw_dataset\Scottish Fold\scottish_106.jpg,Scottish Fold
project_results\raw_dataset\Egyptian Mau\egyptian_320.jpg,Egyptian Mau
project_results\raw_dataset\Sphynx\sphynx_297.jpg,Sphynx
project_results\raw_dataset\Scottish Fold\scottish_52.jpg,Scottish Fold
project_results\raw_dataset\Abyssinian\abys_442.jpg,Abyssinian
project_results\raw_dataset\Maine Coon\mainecoon_98.jpg,Maine Coon
project_results\raw_dataset\Scottish Fold\scottish_251.jpg,Scottish Fold
project_results\raw_dataset\Siamese\siamese_148.jpg,Siamese
project_results\raw_dataset\Himalayan\himalayan_282.jpg,Himalayan
project_results\raw_dataset\Russian Blue\russianblue_488.jpg,Russian Blue
project_results\raw_dataset\Exotic Shorthair\exotic_383.jpg,Exotic Shorthair
project_results\raw_dataset\Russian Blue\russianblue_454.jpg,Russian Blue
project_results\raw_dataset\Russian Blue\russianblue_497.jpg,Russian Blue
project_results\raw_dataset\Abyssinian\abys_139.jpg,Abyssinian
project_results\raw_dataset\Abyssinian\abys_423.jpg,Abyssinian
project_results\raw_dataset\Egyptian Mau\egyptian_339.jpg,Egyptian Mau
project_results\raw_dataset\Exotic Shorthair\exotic_459.jpg,Exotic Shorthair
project_results\raw_dataset\Maine Coon\mainecoon_256.jpg,Maine Coon
project_results\raw_dataset\Abyssinian\abys_439.jpg,Abyssinian
project_results\raw_dataset\Egyptian Mau\egyptian_233.jpg,Egyptian Mau
project_results\raw_dataset\Russian Blue\russianblue_410.jpg,Russian Blue
project_results\raw_dataset\Exotic Shorthair\exotic_304.jpg,Exotic Shorthair
project_results\raw_dataset\Abyssinian\abys_338.jpg,Abyssinian
project_results\raw_dataset\Himalayan\himalayan_77.jpg,Himalayan
project_results\raw_dataset\Himalayan\himalayan_55.jpg,Himalayan
project_results\raw_dataset\Siamese\siamese_245.jpg,Siamese
project_results\raw_dataset\Russian Blue\russianblue_496.jpg,Russian Blue
project_results\raw_dataset\Maine Coon\mainecoon_55.jpg,Maine Coon
project_results\raw_dataset\Sphynx\sphynx_24.jpg,Sphynx
project_results\raw_dataset\Scottish Fold\scottish_272.jpg,Scottish Fold
project_results\raw_dataset\Maine Coon\mainecoon_252.jpg,Maine Coon
project_results\raw_dataset\Egyptian Mau\egyptian_435.jpg,Egyptian Mau
project_results\raw_dataset\Himalayan\himalayan_334.jpg,Himalayan
project_results\raw_dataset\Russian Blue\russianblue_239.jpg,Russian Blue
project_results\raw_dataset\Scottish Fold\scottish_435.jpg,Scottish Fold
project_results\raw_dataset\Egyptian Mau\egyptian_48.jpg,Egyptian Mau
project_results\raw_dataset\Bombay\bombay_367.jpg,Bombay
project_results\raw_dataset\Egyptian Mau\egyptian_180.jpg,Egyptian Mau
project_results\raw_dataset\Abyssinian\abys_381.jpg,Abyssinian
project_results\raw_dataset\Scottish Fold\scottish_282.jpg,Scottish Fold
project_results\raw_dataset\Russian Blue\russianblue_93.jpg,Russian Blue
project_results\raw_dataset\Abyssinian\abys_375.jpg,Abyssinian
project_results\raw_dataset\Himalayan\himalayan_117.jpg,Himalayan
project_results\raw_dataset\Abyssinian\abys_114.jpg,Abyssinian
project_results\raw_dataset\Himalayan\himalayan_450.jpg,Himalayan
project_results\raw_dataset\Russian Blue\russianblue_23.jpg,Russian Blue
project_results\raw_dataset\Egyptian Mau\egyptian_377.jpg,Egyptian Mau
project_results\raw_dataset\Abyssinian\abys_289.jpg,Abyssinian
project_results\raw_dataset\Scottish Fold\scottish_152.jpg,Scottish Fold
project_results\raw_dataset\Himalayan\himalayan_300.jpg,Himalayan
project_results\raw_dataset\Bombay\bombay_60.jpg,Bombay
project_results\raw_dataset\Scottish Fold\scottish_184.jpg,Scottish Fold
project_results\raw_dataset\Abyssinian\abys_322.jpg,Abyssinian
project_results\raw_dataset\Scottish Fold\scottish_119.jpg,Scottish Fold
project_results\raw_dataset\Abyssinian\abys_85.jpg,Abyssinian
project_results\raw_dataset\Siamese\siamese_135.jpg,Siamese
project_results\raw_dataset\Maine Coon\mainecoon_31.jpg,Maine Coon
project_results\raw_dataset\Maine Coon\mainecoon_249.jpg,Maine Coon
project_results\raw_dataset\Abyssinian\abys_48.jpg,Abyssinian
project_results\raw_dataset\Sphynx\sphynx_419.jpg,Sphynx
project_results\raw_dataset\Sphynx\sphynx_98.jpg,Sphynx
project_results\raw_dataset\Bombay\bombay_79.jpg,Bombay
project_results\raw_dataset\Sphynx\sphynx_339.jpg,Sphynx
project_results\raw_dataset\Siamese\siamese_216.jpg,Siamese
project_results\raw_dataset\Siamese\siamese_69.jpg,Siamese
project_results\raw_dataset\Scottish Fold\scottish_44.jpg,Scottish Fold
project_results\raw_dataset\Bombay\bombay_485.jpg,Bombay
project_results\raw_dataset\Exotic Shorthair\exotic_468.jpg,Exotic Shorthair
project_results\raw_dataset\Bombay\bombay_14.jpg,Bombay
project_results\raw_dataset\Abyssinian\abys_98.jpg,Abyssinian
project_results\raw_dataset\Russian Blue\russianblue_62.jpg,Russian Blue
project_results\raw_dataset\Himalayan\himalayan_467.jpg,Himalayan
project_results\raw_dataset\Scottish Fold\scottish_30.jpg,Scottish Fold
project_results\raw_dataset\Russian Blue\russianblue_384.jpg,Russian Blue
project_results\raw_dataset\Bombay\bombay_248.jpg,Bombay
project_results\raw_dataset\Bombay\bombay_220.jpg,Bombay
project_results\raw_dataset\Bombay\bombay_28.jpg,Bombay
project_results\raw_dataset\Sphynx\sphynx_78.jpg,Sphynx
project_results\raw_dataset\Maine Coon\mainecoon_226.jpg,Maine Coon
project_results\raw_dataset\Exotic Shorthair\exotic_129.jpg,Exotic Shorthair
project_results\raw_dataset\Himalayan\himalayan_207.jpg,Himalayan
project_results\raw_dataset\Sphynx\sphynx_191.jpg,Sphynx
project_results\raw_dataset\Egyptian Mau\egyptian_50.jpg,Egyptian Mau
project_results\raw_dataset\Maine Coon\mainecoon_181.jpg,Maine Coon
project_results\raw_dataset\Siamese\siamese_34.jpg,Siamese
project_results\raw_dataset\Siamese\siamese_99.jpg,Siamese
project_results\raw_dataset\Russian Blue\russianblue_500.jpg,Russian Blue
project_results\raw_dataset\Maine Coon\mainecoon_481.jpg,Maine Coon
project_results\raw_dataset\Exotic Shorthair\exotic_119.jpg,Exotic Shorthair
project_results\raw_dataset\Himalayan\himalayan_304.jpg,Himalayan
project_results\raw_dataset\Russian Blue\russianblue_291.jpg,Russian Blue
project_results\raw_dataset\Himalayan\himalayan_1.jpg,Himalayan
project_results\raw_dataset\Scottish Fold\scottish_495.jpg,Scottish Fold
project_results\raw_dataset\Sphynx\sphynx_225.jpg,Sphynx
project_results\raw_dataset\Exotic Shorthair\exotic_190.jpg,Exotic Shorthair
project_results\raw_dataset\Exotic Shorthair\exotic_452.jpg,Exotic Shorthair
project_results\raw_dataset\Egyptian Mau\egyptian_162.jpg,Egyptian Mau
project_results\raw_dataset\Scottish Fold\scottish_311.jpg,Scottish Fold
project_results\raw_dataset\Bombay\bombay_122.jpg,Bombay
project_results\raw_dataset\Russian Blue\russianblue_289.jpg,Russian Blue
project_results\raw_dataset\Himalayan\himalayan_173.jpg,Himalayan
project_results\raw_dataset\Russian Blue\russianblue_261.jpg,Russian Blue
project_results\raw_dataset\Siamese\siamese_382.jpg,Siamese
project_results\raw_dataset\Maine Coon\mainecoon_187.jpg,Maine Coon
project_results\raw_dataset\Abyssinian\abys_388.jpg,Abyssinian
project_results\raw_dataset\Siamese\siamese_258.jpg,Siamese
project_results\raw_dataset\Russian Blue\russianblue_52.jpg,Russian Blue
project_results\raw_dataset\Scottish Fold\scottish_42.jpg,Scottish Fold
project_results\raw_dataset\Bombay\bombay_222.jpg,Bombay
project_results\raw_dataset\Egyptian Mau\egyptian_356.jpg,Egyptian Mau
project_results\raw_dataset\Sphynx\sphynx_477.jpg,Sphynx
project_results\raw_dataset\Abyssinian\abys_404.jpg,Abyssinian
project_results\raw_dataset\Exotic Shorthair\exotic_306.jpg,Exotic Shorthair
project_results\raw_dataset\Himalayan\himalayan_192.jpg,Himalayan
project_results\raw_dataset\Abyssinian\abys_474.jpg,Abyssinian
project_results\raw_dataset\Himalayan\himalayan_262.jpg,Himalayan
project_results\raw_dataset\Himalayan\himalayan_30.jpg,Himalayan
project_results\raw_dataset\Sphynx\sphynx_230.jpg,Sphynx
project_results\raw_dataset\Scottish Fold\scottish_99.jpg,Scottish Fold
project_results\raw_dataset\Himalayan\himalayan_278.jpg,Himalayan
project_results\raw_dataset\Exotic Shorthair\exotic_41.jpg,Exotic Shorthair
project_results\raw_dataset\Sphynx\sphynx_358.jpg,Sphynx
project_results\raw_dataset\Maine Coon\mainecoon_148.jpg,Maine Coon
project_results\raw_dataset\Maine Coon\mainecoon_255.jpg,Maine Coon
project_results\raw_dataset\Bombay\bombay_358.jpg,Bombay
project_results\raw_dataset\Scottish Fold\scottish_462.jpg,Scottish Fold
project_results\raw_dataset\Bombay\bombay_341.jpg,Bombay
project_results\raw_dataset\Egyptian Mau\egyptian_72.jpg,Egyptian Mau
project_results\raw_dataset\Scottish Fold\scottish_498.jpg,Scottish Fold
project_results\raw_dataset\Russian Blue\russianblue_168.jpg,Russian Blue
project_results\raw_dataset\Bombay\bombay_21.jpg,Bombay
project_results\raw_dataset\Sphynx\sphynx_176.jpg,Sphynx
project_results\raw_dataset\Sphynx\sphynx_402.jpg,Sphynx
project_results\raw_dataset\Egyptian Mau\egyptian_317.jpg,Egyptian Mau
project_results\raw_dataset\Scottish Fold\scottish_145.jpg,Scottish Fold
project_results\raw_dataset\Scottish Fold\scottish_103.jpg,Scottish Fold
project_results\raw_dataset\Maine Coon\mainecoon_208.jpg,Maine Coon
project_results\raw_dataset\Exotic Shorthair\exotic_188.jpg,Exotic Shorthair
project_results\raw_dataset\Scottish Fold\scottish_395.jpg,Scottish Fold
project_results\raw_dataset\Scottish Fold\scottish_33.jpg,Scottish Fold
project_results\raw_dataset\Maine Coon\mainecoon_178.jpg,Maine Coon
project_results\raw_dataset\Sphynx\sphynx_31.jpg,Sphynx
project_results\raw_dataset\Maine Coon\mainecoon_463.jpg,Maine Coon
project_results\raw_dataset\Russian Blue\russianblue_251.jpg,Russian Blue
project_results\raw_dataset\Siamese\siamese_475.jpg,Siamese
project_results\raw_dataset\Egyptian Mau\egyptian_186.jpg,Egyptian Mau
project_results\raw_dataset\Sphynx\sphynx_273.jpg,Sphynx
project_results\raw_dataset\Siamese\siamese_68.jpg,Siamese
project_results\raw_dataset\Maine Coon\mainecoon_437.jpg,Maine Coon
project_results\raw_dataset\Maine Coon\mainecoon_317.jpg,Maine Coon
project_results\raw_dataset\Himalayan\himalayan_465.jpg,Himalayan
project_results\raw_dataset\Russian Blue\russianblue_208.jpg,Russian Blue
project_results\raw_dataset\Abyssinian\abys_138.jpg,Abyssinian
project_results\raw_dataset\Maine Coon\mainecoon_387.jpg,Maine Coon
project_results\raw_dataset\Sphynx\sphynx_197.jpg,Sphynx
project_results\raw_dataset\Siamese\siamese_350.jpg,Siamese
project_results\raw_dataset\Egyptian Mau\egyptian_424.jpg,Egyptian Mau
project_results\raw_dataset\Siamese\siamese_394.jpg,Siamese
project_results\raw_dataset\Abyssinian\abys_221.jpg,Abyssinian
project_results\raw_dataset\Sphynx\sphynx_47.jpg,Sphynx
project_results\raw_dataset\Exotic Shorthair\exotic_480.jpg,Exotic Shorthair
project_results\raw_dataset\Exotic Shorthair\exotic_161.jpg,Exotic Shorthair
project_results\raw_dataset\Russian Blue\russianblue_187.jpg,Russian Blue
project_results\raw_dataset\Exotic Shorthair\exotic_109.jpg,Exotic Shorthair
project_results\raw_dataset\Maine Coon\mainecoon_464.jpg,Maine Coon
project_results\raw_dataset\Russian Blue\russianblue_237.jpg,Russian Blue
project_results\raw_dataset\Exotic Shorthair\exotic_428.jpg,Exotic Shorthair
project_results\raw_dataset\Russian Blue\russianblue_175.jpg,Russian Blue
project_results\raw_dataset\Himalayan\himalayan_291.jpg,Himalayan
project_results\raw_dataset\Maine Coon\mainecoon_251.jpg,Maine Coon
project_results\raw_dataset\Abyssinian\abys_342.jpg,Abyssinian
project_results\raw_dataset\Bombay\bombay_378.jpg,Bombay
project_results\raw_dataset\Exotic Shorthair\exotic_409.jpg,Exotic Shorthair
project_results\raw_dataset\Sphynx\sphynx_374.jpg,Sphynx
project_results\raw_dataset\Himalayan\himalayan_454.jpg,Himalayan
project_results\raw_dataset\Sphynx\sphynx_37.jpg,Sphynx
project_results\raw_dataset\Scottish Fold\scottish_409.jpg,Scottish Fold
project_results\raw_dataset\Scottish Fold\scottish_358.jpg,Scottish Fold
project_results\raw_dataset\Russian Blue\russianblue_285.jpg,Russian Blue
project_results\raw_dataset\Sphynx\sphynx_13.jpg,Sphynx
project_results\raw_dataset\Siamese\siamese_485.jpg,Siamese
project_results\raw_dataset\Himalayan\himalayan_4.jpg,Himalayan
project_results\raw_dataset\Maine Coon\mainecoon_3.jpg,Maine Coon
project_results\raw_dataset\Himalayan\himalayan_176.jpg,Himalayan
project_results\raw_dataset\Maine Coon\mainecoon_212.jpg,Maine Coon
project_results\raw_dataset\Maine Coon\mainecoon_294.jpg,Maine Coon
project_results\raw_dataset\Sphynx\sphynx_278.jpg,Sphynx
project_results\raw_dataset\Himalayan\himalayan_432.jpg,Himalayan
project_results\raw_dataset\Egyptian Mau\egyptian_391.jpg,Egyptian Mau
project_results\raw_dataset\Maine Coon\mainecoon_298.jpg,Maine Coon
project_results\raw_dataset\Scottish Fold\scottish_428.jpg,Scottish Fold
project_results\raw_dataset\Maine Coon\mainecoon_403.jpg,Maine Coon
project_results\raw_dataset\Scottish Fold\scottish_475.jpg,Scottish Fold
project_results\raw_dataset\Exotic Shorthair\exotic_488.jpg,Exotic Shorthair
project_results\raw_dataset\Bombay\bombay_93.jpg,Bombay
project_results\raw_dataset\Bombay\bombay_232.jpg,Bombay
project_results\raw_dataset\Bombay\bombay_174.jpg,Bombay
project_results\raw_dataset\Himalayan\himalayan_483.jpg,Himalayan
project_results\raw_dataset\Scottish Fold\scottish_113.jpg,Scottish Fold
project_results\raw_dataset\Abyssinian\abys_200.jpg,Abyssinian
project_results\raw_dataset\Abyssinian\abys_184.jpg,Abyssinian
project_results\raw_dataset\Sphynx\sphynx_296.jpg,Sphynx
project_results\raw_dataset\Bombay\bombay_282.jpg,Bombay
project_results\raw_dataset\Himalayan\himalayan_407.jpg,Himalayan
project_results\raw_dataset\Abyssinian\abys_10.jpg,Abyssinian
project_results\raw_dataset\Abyssinian\abys_19.jpg,Abyssinian
project_results\raw_dataset\Sphynx\sphynx_19.jpg,Sphynx
project_results\raw_dataset\Scottish Fold\scottish_48.jpg,Scottish Fold
project_results\raw_dataset\Himalayan\himalayan_331.jpg,Himalayan
project_results\raw_dataset\Scottish Fold\scottish_29.jpg,Scottish Fold
project_results\raw_dataset\Sphynx\sphynx_60.jpg,Sphynx
project_results\raw_dataset\Egyptian Mau\egyptian_199.jpg,Egyptian Mau
project_results\raw_dataset\Exotic Shorthair\exotic_118.jpg,Exotic Shorthair
project_results\raw_dataset\Russian Blue\russianblue_342.jpg,Russian Blue
project_results\raw_dataset\Himalayan\himalayan_49.jpg,Himalayan
project_results\raw_dataset\Sphynx\sphynx_480.jpg,Sphynx
project_results\raw_dataset\Egyptian Mau\egyptian_92.jpg,Egyptian Mau
project_results\raw_dataset\Abyssinian\abys_227.jpg,Abyssinian
project_results\raw_dataset\Bombay\bombay_24.jpg,Bombay
project_results\raw_dataset\Sphynx\sphynx_336.jpg,Sphynx
project_results\raw_dataset\Sphynx\sphynx_227.jpg,Sphynx
project_results\raw_dataset\Sphynx\sphynx_375.jpg,Sphynx
project_results\raw_dataset\Scottish Fold\scottish_182.jpg,Scottish Fold
project_results\raw_dataset\Himalayan\himalayan_35.jpg,Himalayan
project_results\raw_dataset\Russian Blue\russianblue_447.jpg,Russian Blue
project_results\raw_dataset\Maine Coon\mainecoon_428.jpg,Maine Coon
project_results\raw_dataset\Scottish Fold\scottish_256.jpg,Scottish Fold
project_results\raw_dataset\Maine Coon\mainecoon_440.jpg,Maine Coon
project_results\raw_dataset\Siamese\siamese_297.jpg,Siamese
project_results\raw_dataset\Siamese\siamese_24.jpg,Siamese
project_results\raw_dataset\Russian Blue\russianblue_356.jpg,Russian Blue
project_results\raw_dataset\Sphynx\sphynx_157.jpg,Sphynx
project_results\raw_dataset\Siamese\siamese_47.jpg,Siamese
project_results\raw_dataset\Maine Coon\mainecoon_5.jpg,Maine Coon
project_results\raw_dataset\Maine Coon\mainecoon_80.jpg,Maine Coon
project_results\raw_dataset\Siamese\siamese_199.jpg,Siamese
project_results\raw_dataset\Egyptian Mau\egyptian_96.jpg,Egyptian Mau
project_results\raw_dataset\Siamese\siamese_482.jpg,Siamese
project_results\raw_dataset\Siamese\siamese_462.jpg,Siamese
project_results\raw_dataset\Scottish Fold\scottish_93.jpg,Scottish Fold
project_results\raw_dataset\Siamese\siamese_57.jpg,Siamese
project_results\raw_dataset\Sphynx\sphynx_464.jpg,Sphynx
project_results\raw_dataset\Siamese\siamese_200.jpg,Siamese
project_results\raw_dataset\Russian Blue\russianblue_377.jpg,Russian Blue
project_results\raw_dataset\Himalayan\himalayan_459.jpg,Himalayan
project_results\raw_dataset\Exotic Shorthair\exotic_227.jpg,Exotic Shorthair
project_results\raw_dataset\Abyssinian\abys_373.jpg,Abyssinian
project_results\raw_dataset\Abyssinian\abys_24.jpg,Abyssinian
project_results\raw_dataset\Himalayan\himalayan_47.jpg,Himalayan
project_results\raw_dataset\Siamese\siamese_385.jpg,Siamese
project_results\raw_dataset\Egyptian Mau\egyptian_471.jpg,Egyptian Mau
project_results\raw_dataset\Siamese\siamese_409.jpg,Siamese
project_results\raw_dataset\Himalayan\himalayan_338.jpg,Himalayan
project_results\raw_dataset\Russian Blue\russianblue_489.jpg,Russian Blue
project_results\raw_dataset\Exotic Shorthair\exotic_232.jpg,Exotic Shorthair
